what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jpt.eclipselink.core,1.0.0.v200806050000,org.eclipse.jpt.eclipselink.core,1243604397046
stopped,bundle,org.eclipse.jpt.core,2.0.0.v200805220000,org.eclipse.jpt.core,1243604397046
stopped,bundle,org.eclipse.jpt.db,1.1.1.v200805020000,org.eclipse.jpt.db,1243604397046
stopped,bundle,org.eclipse.datatools.sqltools.editor.core,1.0.0.v200805152355,org.eclipse.datatools.sqltools.editor.core,1243604397046
stopped,bundle,org.eclipse.datatools.sqltools.tabledataeditor,1.0.0.v200805240400,org.eclipse.datatools.sqltools.tabledataeditor,1243604397046
stopped,bundle,org.eclipse.datatools.sqltools.result,1.0.0.v200805301309,org.eclipse.datatools.sqltools.result,1243604397046
stopped,bundle,org.eclipse.rse.subsystems.files.ftp,2.1.0.v20080609,org.eclipse.rse.subsystems.files.ftp,1243604397046
stopped,bundle,org.jboss.tools.birt.oda,1.0.0.GA-R200905070146-H18,org.jboss.tools.birt.oda,1243604397046
stopped,bundle,org.hibernate.eclipse,3.2.4.GA-R200905070146-H18,org.hibernate.eclipse,1243604397046
stopped,bundle,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console,1243604397046
stopped,bundle,org.eclipse.datatools.sqltools.sql,1.0.0.v200805152355,org.eclipse.datatools.sqltools.sql,1243604397046
stopped,bundle,org.jboss.tools.common.gef,3.0.1.GA-R200905070146-H18,org.jboss.tools.common.gef,1243604397046
stopped,bundle,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.editors,1243604397046
stopped,bundle,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.resources,1243604397046
stopped,bundle,org.eclipse.datatools.connectivity.apache.derby.ui,1.0.0.v200805160737,org.eclipse.datatools.connectivity.apache.derby.ui,1243604397046
stopped,bundle,org.eclipse.datatools.enablement.hsqldb.ui,1.0.0.v200805152355,org.eclipse.datatools.enablement.hsqldb.ui,1243604397046
stopped,bundle,org.eclipse.datatools.connectivity.sqm.server.ui,1.1.0.v200806050117,org.eclipse.datatools.connectivity.sqm.server.ui,1243604397046
stopped,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.0.v200805152355,org.eclipse.datatools.connectivity.ui.dse,1243604397046
stopped,bundle,org.eclipse.datatools.sqltools.plan,1.0.0.v200805152355,org.eclipse.datatools.sqltools.plan,1243604397046
stopped,bundle,org.eclipse.datatools.sqltools.common.ui,1.0.0.v200805152355,org.eclipse.datatools.sqltools.common.ui,1243604397046
stopped,bundle,org.eclipse.emf.exporter,2.4.0.v200806091234,org.eclipse.emf.exporter,1243604397046
stopped,bundle,org.eclipse.emf.importer.ecore,2.4.0.v200806091234,org.eclipse.emf.importer.ecore,1243604397046
stopped,bundle,org.eclipse.emf.importer.java,2.4.0.v200806091234,org.eclipse.emf.importer.java,1243604397046
stopped,bundle,org.eclipse.emf.importer.rose,2.4.0.v200806091234,org.eclipse.emf.importer.rose,1243604397046
stopped,bundle,org.eclipse.emf.importer,2.4.0.v200806091234,org.eclipse.emf.importer,1243604397046
