what,kind,bundleId,bundleVersion,description,time
started,bundle,org.jboss.tools.seam.xml,3.0.1.GA-R200905070146-H18,org.jboss.tools.seam.xml,1243600548203
started,bundle,org.jboss.tools.seam.pages.xml,3.0.1.GA-R200905070146-H18,org.jboss.tools.seam.pages.xml,1243600548203
started,bundle,org.jboss.tools.esb.core,1.1.1.GA-R200905070146-H18,org.jboss.tools.esb.core,1243600548203
started,bundle,org.eclipse.jem.ui,2.0.100.v200806051600,org.eclipse.jem.ui,1243600548265
started,bundle,org.eclipse.wst.validation,1.2.0.v200806051402,org.eclipse.wst.validation,1243600548406
started,bundle,org.eclipse.jst.j2ee,1.1.200.v200806051600,org.eclipse.jst.j2ee,1243600548468
started,bundle,org.eclipse.jem.workbench,2.0.100.v200806051600,org.eclipse.jem.workbench,1243600548546
started,bundle,org.eclipse.wst.web,1.1.202.v200805140200,org.eclipse.wst.web,1243600549203
started,bundle,org.eclipse.wst.dtd.core,1.1.200.v200805140200,org.eclipse.wst.dtd.core,1243600550343
started,bundle,org.eclipse.wst.sse.ui,1.1.0.v200806041847,org.eclipse.wst.sse.ui,1243600550421
started,bundle,org.eclipse.wst.html.ui,1.0.300.v200805152207,org.eclipse.wst.html.ui,1243600550421
started,bundle,org.eclipse.jst.jsp.core,1.2.100.v200806050300,org.eclipse.jst.jsp.core,1243600550531
started,bundle,org.eclipse.wst.wsdl.validation,1.1.301.v200805140300,org.eclipse.wst.wsdl.validation,1243600551078
started,bundle,org.eclipse.wst.xsd.core,1.1.300.v200805282012,org.eclipse.wst.xsd.core,1243600551078
started,bundle,org.hibernate.eclipse.jdt.ui,3.2.4.GA-R200905070146-H18,org.hibernate.eclipse.jdt.ui,1243600551125
started,bundle,org.hibernate.eclipse,3.2.4.GA-R200905070146-H18,org.hibernate.eclipse,1243600553343
started,bundle,org.hibernate.eclipse.console,3.2.4.GA-R200905070146-H18,org.hibernate.eclipse.console,1243600553656
started,bundle,org.eclipse.jdt.apt.core,3.3.100.v20080513-1235,org.eclipse.jdt.apt.core,1243600553718
started,bundle,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui,1243600554171
started,bundle,org.jboss.tools.portlet.core,1.0.1.GA-R200905070146-H18,org.jboss.tools.portlet.core,1243600554375
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1243600554718
started,bundle,org.eclipse.ltk.core.refactoring,3.4.0.v20080603-2000,org.eclipse.ltk.core.refactoring,1243600739515
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1243600739828
started,bundle,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui,1243600742937
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1243600743296
